"","date","Ufh","Ufb","Usb","Ush","H","D","B","F","ns","ms"
"864","2016-12",0,0,0,1,0,0,0,0,"1","U4"
"865","2017-01",0,0,0,1,0,0,0,0,"1","U4"
"866","2017-02",0,0,0,1,0,0,0,0,"1","U4"
"867","2017-03",0,1,0,0,0,0,0,0,"0.5","U2"
"868","2017-04",0,1,0,0,0,0,0,0,"0.5","U2"
"869","2017-05",0,1,0,0,0,0,0,0,"0.5","U2"
"870","2017-06",0,1,0,0,0,0,0,0,"0.5","U2"
"871","2017-07",0,1,0,0,0,0,0,0,"0.5","U2"
"872","2017-08",0,1,0,0,0,0,0,0,"0.5","U2"
"873","2017-09",0,1,0,0,0,0,0,0,"0.5","U2"
"874","2017-10",0,1,0,0,0,0,0,0,"0.5","U2"
"875","2017-11",0,1,0,0,0,0,0,0,"0.5","U2"
"876","2017-12",1,0,0,0,0,0,0,0,"0.25","U1"
"877","2018-01",1,0,0,0,0,0,0,0,"0.25","U1"
"878","2018-02",1,0,0,0,0,0,0,0,"0.25","U1"
"879","2018-03",1,0,0,0,0,0,0,0,"0.25","U1"
"880","2018-04",1,0,0,0,0,0,0,0,"0.25","U1"
"881","2018-05",1,0,0,0,0,0,0,0,"0.25","U1"
"882","2018-06",1,0,0,0,0,0,0,0,"0.25","U1"
"883","2018-07",1,0,0,0,0,0,0,0,"0.25","U1"
"884","2018-08",1,0,0,0,0,0,0,0,"0.25","U1"
"885","2018-09",1,0,0,0,0,0,0,0,"0.25","U1"
"886","2018-10",1,0,0,0,0,0,0,0,"0.25","U1"
"887","2018-11",1,0,0,0,0,0,0,0,"0.25","U1"
"888","2018-12",0,1,0,0,0,0,0,0,"0.5","U2"
"889","2019-01",0,1,0,0,0,0,0,0,"0.5","U2"
"890","2019-02",0,1,0,0,0,0,0,0,"0.5","U2"
"891","2019-03",0,0,0,0,0,0,1,0,"4","B"
"892","2019-04",0,0,0,0,0,0,1,0,"4","B"
"893","2019-05",0,0,0,0,0,0,1,0,"4","B"
"894","2019-06",0,0,0,0,0,0,1,0,"4","B"
"895","2019-07",0,0,0,0,0,0,1,0,"4","B"
"896","2019-08",0,0,0,0,0,0,1,0,"4","B"
"897","2019-09",0,0,0,0,0,0,1,0,"4","B"
"898","2019-10",0,0,0,0,0,0,1,0,"4","B"
"899","2019-11",0,1,0,0,0,0,0,0,"0.5","U2"
"900","2019-12",0,1,0,0,0,0,0,0,"0.5","U2"
"901","2020-01",0,1,0,0,0,0,0,0,"0.5","U2"
"902","2020-02",0,0,0,0,0,0,1,0,"4","B"
"903","2020-03",0,1,0,0,0,0,0,0,"0.5","U2"
"904","2020-04",0,1,0,0,0,0,0,0,"0.5","U2"
"905","2020-05",0,1,0,0,0,0,0,0,"0.5","U2"
"906","2020-06",0,1,0,0,0,0,0,0,"0.5","U2"
"907","2020-07",0,1,0,0,0,0,0,0,"0.5","U2"
"908","2020-08",0,1,0,0,0,0,0,0,"0.5","U2"
"909","2020-09",0,1,0,0,0,0,0,0,"0.5","U2"
"910","2020-10",0,1,0,0,0,0,0,0,"0.5","U2"
"911","2020-11",0,1,0,0,0,0,0,0,"0.5","U2"
"912","2020-12",0,1,0,0,0,0,0,0,"0.5","U2"
