"","date","ts","tm","tl","ms","lm","ls"
"1",1953-04-01,2.36,2.6533,3.08,0.2933,0.4267,0.72
"2",1953-05-01,2.48,2.88,3.18,0.4,0.3,0.7
"3",1953-06-01,2.45,2.93,3.21,0.48,0.28,0.76
"4",1953-07-01,2.38,2.7667,3.12,0.3867,0.3533,0.74
"5",1953-08-01,2.28,2.7767,3.1,0.4967,0.3233,0.82
"6",1953-09-01,2.2,2.7133,3.07,0.5133,0.3567,0.87
"7",1953-10-01,1.79,2.44,2.95,0.65,0.51,1.16
"8",1953-11-01,1.67,2.4333,2.95,0.7633,0.5167,1.28
"9",1953-12-01,1.66,2.3267,2.89,0.6667,0.5633,1.23
"10",1954-01-01,1.41,2.18,2.8,0.77,0.62,1.39
"11",1954-02-01,1.14,2.0467,2.72,0.9067,0.6733,1.58
"12",1954-03-01,1.13,1.9633,2.61,0.8333,0.6467,1.48
"13",1954-04-01,0.96,1.9,2.6,0.94,0.7,1.64
"14",1954-05-01,0.85,1.95,2.66,1.1,0.71,1.81
"15",1954-06-01,0.82,1.9433,2.64,1.1233,0.6967,1.82
"16",1954-07-01,0.84,1.8733,2.57,1.0333,0.6967,1.73
"17",1954-08-01,0.88,1.9167,2.58,1.0367,0.6633,1.7
"18",1954-09-01,1.03,1.98,2.6,0.95,0.62,1.57
"19",1954-10-01,1.17,2.0567,2.61,0.8867,0.5533,1.44
"20",1954-11-01,1.14,2.1067,2.65,0.9667,0.5433,1.51
"21",1954-12-01,1.21,2.16,2.67,0.95,0.51,1.46
"22",1955-01-01,1.39,2.3067,2.75,0.9167,0.4433,1.36
"23",1955-02-01,1.57,2.3833,2.83,0.8133,0.4467,1.26
"24",1955-03-01,1.59,2.4733,2.84,0.8833,0.3667,1.25
"25",1955-04-01,1.75,2.5567,2.85,0.8067,0.2933,1.1
"26",1955-05-01,1.9,2.5633,2.87,0.6633,0.3067,0.97
"27",1955-06-01,1.91,2.5867,2.86,0.6767,0.2733,0.95
"28",1955-07-01,2.02,2.71,2.94,0.69,0.23,0.92
"29",1955-08-01,2.37,2.85,3.01,0.48,0.16,0.64
"30",1955-09-01,2.36,2.8367,3,0.4767,0.1633,0.64
"31",1955-10-01,2.39,2.7533,2.93,0.3633,0.1767,0.54
"32",1955-11-01,2.48,2.81,2.93,0.33,0.12,0.45
"33",1955-12-01,2.73,2.9233,2.98,0.1933,0.0567,0.25
"34",1956-01-01,2.58,2.84,2.94,0.26,0.1,0.36
"35",1956-02-01,2.49,2.75,2.91,0.26,0.16,0.42
"36",1956-03-01,2.61,2.9267,2.99,0.3167,0.0633,0.38
"37",1956-04-01,2.92,3.19,3.14,0.27,-0.05,0.22
"38",1956-05-01,2.94,3.0767,3.06,0.1367,-0.0167,0.12
"39",1956-06-01,2.74,2.9733,3,0.2333,0.0267,0.26
"40",1956-07-01,2.76,3.0967,3.08,0.3367,-0.0167,0.32
"41",1956-08-01,3.1,3.3767,3.22,0.2767,-0.1567,0.12
"42",1956-09-01,3.35,3.45,3.28,0.1,-0.17,-0.07
"43",1956-10-01,3.28,3.38,3.26,0.1,-0.12,-0.02
"44",1956-11-01,3.44,3.54,3.37,0.1,-0.17,-0.07
"45",1956-12-01,3.68,3.6833,3.45,0.0033,-0.2333,-0.23
"46",1957-01-01,3.37,3.4633,3.41,0.0933,-0.0533,0.04
"47",1957-02-01,3.38,3.3833,3.3,0.0033,-0.0833,-0.08
"48",1957-03-01,3.42,3.4467,3.32,0.0267,-0.1267,-0.1
"49",1957-04-01,3.49,3.5133,3.4,0.0233,-0.1133,-0.09
"50",1957-05-01,3.48,3.6167,3.49,0.1367,-0.1267,0.01
"51",1957-06-01,3.65,3.81,3.65,0.16,-0.16,0
"52",1957-07-01,3.81,3.9633,3.72,0.1533,-0.2433,-0.09
"53",1957-08-01,4.01,3.9833,3.75,-0.0267,-0.2333,-0.26
"54",1957-09-01,4.07,4.0033,3.73,-0.0667,-0.2733,-0.34
"55",1957-10-01,4.01,4.0467,3.76,0.0367,-0.2867,-0.25
"56",1957-11-01,3.57,3.7133,3.61,0.1433,-0.1033,0.04
"57",1957-12-01,3.18,3.1333,3.38,-0.0467,0.2467,0.2
"58",1958-01-01,2.65,2.9167,3.27,0.2667,0.3533,0.62
"59",1958-02-01,1.99,2.8033,3.31,0.8133,0.5067,1.32
"60",1958-03-01,1.84,2.6733,3.29,0.8333,0.6167,1.45
"61",1958-04-01,1.45,2.4967,3.17,1.0467,0.6733,1.72
"62",1958-05-01,1.37,2.4667,3.17,1.0967,0.7033,1.8
"63",1958-06-01,1.23,2.5033,3.23,1.2733,0.7267,2
"64",1958-07-01,1.61,2.7967,3.39,1.1867,0.5933,1.78
"65",1958-08-01,2.5,3.2967,3.65,0.7967,0.3533,1.15
"66",1958-09-01,3.05,3.6567,3.8,0.6067,0.1433,0.75
"67",1958-10-01,3.19,3.75,3.81,0.56,0.06,0.62
"68",1958-11-01,3.1,3.68,3.76,0.58,0.08,0.66
"69",1958-12-01,3.29,3.8,3.86,0.51,0.06,0.57
"70",1959-01-01,3.36,3.98,3.95,0.62,-0.03,0.59
"71",1959-02-01,3.54,3.9467,3.96,0.4067,0.0133,0.42
"72",1959-03-01,3.61,3.9833,3.99,0.3733,0.0067,0.38
"73",1959-04-01,3.72,4.09,4.06,0.37,-0.03,0.34
"74",1959-05-01,3.96,4.3033,4.13,0.3433,-0.1733,0.17
"75",1959-06-01,4.07,4.4533,4.14,0.3833,-0.3133,0.07
"76",1959-07-01,4.39,4.5267,4.16,0.1367,-0.3667,-0.23
"77",1959-08-01,4.42,4.5333,4.15,0.1133,-0.3833,-0.27
"78",1959-09-01,5,4.85,4.29,-0.15,-0.56,-0.71
"79",1959-10-01,4.8,4.6767,4.19,-0.1233,-0.4867,-0.61
"80",1959-11-01,4.81,4.71,4.2,-0.1,-0.51,-0.61
"81",1959-12-01,5.14,4.94,4.33,-0.2,-0.61,-0.81
"82",1960-01-01,5.03,4.8767,4.42,-0.1533,-0.4567,-0.61
"83",1960-02-01,4.66,4.6367,4.28,-0.0233,-0.3567,-0.38
"84",1960-03-01,4.02,4.2833,4.14,0.2633,-0.1433,0.12
"85",1960-04-01,4.04,4.28,4.23,0.24,-0.05,0.19
"86",1960-05-01,4.21,4.4333,4.2,0.2233,-0.2333,-0.01
"87",1960-06-01,3.36,4.0933,4.04,0.7333,-0.0533,0.68
"88",1960-07-01,3.2,3.7733,3.91,0.5733,0.1367,0.71
"89",1960-08-01,2.95,3.61,3.84,0.66,0.23,0.89
"90",1960-09-01,3.07,3.6133,3.86,0.5433,0.2467,0.79
"91",1960-10-01,3.04,3.7267,3.92,0.6867,0.1933,0.88
"92",1960-11-01,3.08,3.78,3.96,0.7,0.18,0.88
"93",1960-12-01,2.86,3.6433,3.91,0.7833,0.2667,1.05
"94",1961-01-01,2.81,3.6333,3.9,0.8233,0.2667,1.09
"95",1961-02-01,2.93,3.6333,3.84,0.7033,0.2067,0.91
"96",1961-03-01,2.88,3.5633,3.81,0.6833,0.2467,0.93
"97",1961-04-01,2.88,3.56,3.81,0.68,0.25,0.93
"98",1961-05-01,2.87,3.47,3.74,0.6,0.27,0.87
"99",1961-06-01,3.06,3.7733,3.89,0.7133,0.1167,0.83
"100",1961-07-01,2.92,3.7833,3.93,0.8633,0.1467,1.01
"101",1961-08-01,3.06,3.92,4.04,0.86,0.12,0.98
"102",1961-09-01,3.06,3.87,4.04,0.81,0.17,0.98
"103",1961-10-01,3.05,3.78,4.01,0.73,0.23,0.96
"104",1961-11-01,3.07,3.79,4,0.72,0.21,0.93
"105",1961-12-01,3.18,3.8967,4.07,0.7167,0.1733,0.89
"106",1962-01-01,3.28,3.9267,4.1,0.6467,0.1733,0.82
"107",1962-02-01,3.28,3.8733,4.12,0.5933,0.2467,0.84
"108",1962-03-01,3.06,3.6867,4.04,0.6267,0.3533,0.98
"109",1962-04-01,2.99,3.6067,3.93,0.6167,0.3233,0.94
"110",1962-05-01,3.03,3.6433,3.92,0.6133,0.2767,0.89
"111",1962-06-01,3.03,3.6467,3.96,0.6167,0.3133,0.93
"112",1962-07-01,3.29,3.81,4.05,0.52,0.24,0.76
"113",1962-08-01,3.2,3.7167,4.01,0.5167,0.2933,0.81
"114",1962-09-01,3.06,3.6967,4,0.6367,0.3033,0.94
"115",1962-10-01,2.98,3.6333,3.94,0.6533,0.3067,0.96
"116",1962-11-01,3,3.64,3.93,0.64,0.29,0.93
"117",1962-12-01,3.01,3.5967,3.92,0.5867,0.3233,0.91
