"","date","t1m","t3m","t6m","t1y","t2y","t3y","t5y","t7y","t10y","t20y","t30y","ys","ym","yl","sls","sms","slm","curv","rec","ms","ns"
"652","1999-04",NA,4.41,4.54,4.69,4.98,5.03,5.08,5.28,5.18,5.82,5.55,4.54666666666667,5.0925,5.51666666666667,0.97,0.545833333333333,0.424166666666666,0.121666666666668,0,"U","1"
"653","1999-05",NA,4.63,4.75,4.85,5.25,5.33,5.44,5.64,5.54,6.08,5.81,4.74333333333333,5.415,5.81,1.06666666666667,0.671666666666667,0.395,0.276666666666667,0,"U","1"
"654","1999-06",NA,4.72,5.03,5.1,5.62,5.7,5.81,6.05,5.9,6.36,6.04,4.95,5.795,6.1,1.15,0.845,0.305000000000001,0.539999999999999,0,"U","1"
"655","1999-07",NA,4.69,4.75,5.03,5.55,5.62,5.68,5.94,5.79,6.28,5.98,4.82333333333333,5.6975,6.01666666666667,1.19333333333333,0.874166666666667,0.319166666666666,0.555000000000001,0,"U","1"
"656","1999-08",NA,4.87,5.09,5.2,5.68,5.77,5.84,6.15,5.94,6.43,6.07,5.05333333333333,5.86,6.14666666666667,1.09333333333333,0.806666666666666,0.286666666666668,0.519999999999998,0,"U","1"
"657","1999-09",NA,4.82,5.08,5.25,5.66,5.75,5.8,6.12,5.92,6.5,6.07,5.05,5.8325,6.16333333333333,1.11333333333333,0.782500000000001,0.330833333333334,0.451666666666666,0,"U","1"
"658","1999-10",NA,5.02,5.2,5.43,5.86,5.94,6.03,6.33,6.11,6.66,6.26,5.21666666666667,6.04,6.34333333333333,1.12666666666667,0.823333333333335,0.303333333333333,0.520000000000003,0,"U","1"
"659","1999-11",NA,5.23,5.43,5.55,5.86,5.92,5.97,6.17,6.03,6.48,6.15,5.40333333333333,5.98,6.22,0.816666666666668,0.576666666666667,0.240000000000001,0.336666666666666,0,"U","1"
"660","1999-12",NA,5.36,5.68,5.84,6.1,6.14,6.19,6.38,6.28,6.69,6.35,5.62666666666667,6.2025,6.44,0.813333333333334,0.575833333333334,0.237500000000001,0.338333333333333,0,"U","1"
"661","2000-01",NA,5.5,5.76,6.12,6.44,6.49,6.58,6.7,6.66,6.86,6.63,5.79333333333333,6.5525,6.71666666666667,0.923333333333333,0.759166666666666,0.164166666666667,0.595000000000001,0,"U","1"
"662","2000-02",NA,5.73,6,6.22,6.61,6.65,6.68,6.72,6.52,6.54,6.23,5.98333333333333,6.665,6.43,0.446666666666666,0.681666666666667,-0.235,0.916666666666666,0,"H","2"
"663","2000-03",NA,5.86,6.11,6.22,6.53,6.53,6.5,6.51,6.26,6.38,6.05,6.06333333333333,6.5175,6.23,0.166666666666667,0.454166666666667,-0.2875,0.741666666666667,0,"H","2"
"664","2000-04",NA,5.82,6.07,6.15,6.4,6.36,6.26,6.27,5.99,6.18,5.85,6.01333333333333,6.3225,6.00666666666667,-0.00666666666666593,0.309166666666668,-0.315833333333334,0.625000000000002,0,"H","2"
"665","2000-05",NA,5.99,6.39,6.33,6.81,6.77,6.69,6.69,6.44,6.55,6.15,6.23666666666667,6.74,6.38,0.143333333333333,0.503333333333333,-0.36,0.863333333333333,0,"H","2"
"666","2000-06",NA,5.86,6.24,6.17,6.48,6.43,6.3,6.33,6.1,6.28,5.93,6.09,6.385,6.10333333333333,0.0133333333333319,0.294999999999999,-0.281666666666667,0.576666666666666,0,"H","2"
"667","2000-07",NA,6.14,6.27,6.08,6.34,6.28,6.18,6.22,6.05,6.2,5.85,6.16333333333333,6.255,6.03333333333333,-0.13,0.0916666666666659,-0.221666666666666,0.313333333333331,0,"H","2"
"668","2000-08",NA,6.28,6.35,6.18,6.23,6.17,6.06,6.05,5.83,6.02,5.72,6.27,6.1275,5.85666666666667,-0.413333333333333,-0.142499999999999,-0.270833333333334,0.128333333333336,0,"D","3"
"669","2000-09",NA,6.18,6.25,6.13,6.08,6.02,5.93,5.98,5.8,6.09,5.83,6.18666666666667,6.0025,5.90666666666667,-0.28,-0.184166666666666,-0.0958333333333341,-0.0883333333333329,0,"D","3"
"670","2000-10",NA,6.29,6.32,6.01,5.91,5.85,5.78,5.84,5.74,6.04,5.8,6.20666666666667,5.845,5.86,-0.346666666666666,-0.361666666666666,0.0150000000000006,-0.376666666666667,0,"B","4"
"671","2000-11",NA,6.36,6.34,6.09,5.88,5.79,5.7,5.78,5.72,5.98,5.78,6.26333333333333,5.7875,5.82666666666667,-0.436666666666666,-0.475833333333332,0.0391666666666666,-0.514999999999999,0,"B","4"
"672","2000-12",NA,5.94,5.92,5.6,5.35,5.26,5.17,5.28,5.24,5.64,5.49,5.82,5.265,5.45666666666667,-0.363333333333334,-0.555000000000001,0.191666666666666,-0.746666666666668,0,"B","4"
"673","2001-01",NA,5.29,5.15,4.81,4.76,4.77,4.86,5.13,5.16,5.65,5.54,5.08333333333333,4.88,5.45,0.366666666666667,-0.203333333333333,0.57,-0.773333333333333,0,"B","4"
"674","2001-02",NA,5.01,4.89,4.68,4.66,4.71,4.89,5.1,5.1,5.62,5.45,4.86,4.84,5.39,0.53,-0.0199999999999996,0.55,-0.57,0,"B","4"
"675","2001-03",NA,4.54,4.44,4.3,4.34,4.43,4.64,4.88,4.89,5.49,5.34,4.42666666666667,4.5725,5.24,0.813333333333333,0.145833333333333,0.6675,-0.521666666666667,0,"U","1"
"676","2001-04",NA,3.97,3.99,3.98,4.23,4.42,4.76,5.03,5.14,5.78,5.65,3.98,4.61,5.52333333333333,1.54333333333333,0.63,0.913333333333333,-0.283333333333333,1,"U","1"
"677","2001-05",NA,3.7,3.74,3.78,4.26,4.51,4.93,5.24,5.39,5.92,5.78,3.74,4.735,5.69666666666667,1.95666666666667,0.994999999999999,0.961666666666667,0.0333333333333314,1,"U","1"
"678","2001-06",NA,3.57,3.56,3.58,4.08,4.35,4.81,5.14,5.28,5.82,5.67,3.57,4.595,5.59,2.02,1.025,0.995000000000001,0.0299999999999994,1,"U","1"
"679","2001-07",3.67,3.59,3.56,3.62,4.04,4.31,4.76,5.06,5.24,5.75,5.61,3.61,4.5425,5.53333333333333,1.92333333333333,0.932499999999999,0.990833333333335,-0.0583333333333353,1,"U","1"
"680","2001-08",3.53,3.44,3.39,3.47,3.76,4.04,4.57,4.84,4.97,5.58,5.48,3.4575,4.3025,5.34333333333333,1.88583333333333,0.845,1.04083333333333,-0.195833333333333,1,"U","1"
"681","2001-09",2.68,2.69,2.71,2.82,3.12,3.45,4.12,4.51,4.73,5.53,5.48,2.725,3.8,5.24666666666667,2.52166666666667,1.075,1.44666666666667,-0.371666666666667,1,"U","1"
"682","2001-10",2.27,2.2,2.17,2.33,2.73,3.14,3.91,4.31,4.57,5.34,5.32,2.2425,3.5225,5.07666666666667,2.83416666666667,1.28,1.55416666666667,-0.274166666666668,1,"U","1"
"683","2001-11",1.99,1.91,1.92,2.18,2.78,3.22,3.97,4.42,4.65,5.33,5.12,2,3.5975,5.03333333333333,3.03333333333333,1.5975,1.43583333333333,0.161666666666666,1,"U","1"
"684","2001-12",1.72,1.72,1.82,2.22,3.11,3.62,4.39,4.86,5.09,5.76,5.48,1.87,3.995,5.44333333333333,3.57333333333333,2.125,1.44833333333333,0.676666666666668,0,"U","1"
"685","2002-01",1.68,1.68,1.77,2.16,3.03,3.56,4.34,4.79,5.04,5.69,5.45,1.8225,3.93,5.39333333333333,3.57083333333333,2.1075,1.46333333333333,0.644166666666666,0,"U","1"
"686","2002-02",1.74,1.76,1.86,2.23,3.02,3.55,4.3,4.71,4.91,5.61,5.4,1.8975,3.895,5.30666666666667,3.40916666666667,1.9975,1.41166666666667,0.585833333333334,0,"U","1"
"687","2002-03",1.79,1.83,2.06,2.57,3.56,4.14,4.74,5.14,5.28,5.93,NA,2.0625,4.395,5.605,3.5425,2.3325,1.21,1.1225,0,"U","1"
"688","2002-04",1.72,1.75,1.98,2.48,3.42,4.01,4.65,5.02,5.21,5.85,NA,1.9825,4.275,5.53,3.5475,2.2925,1.255,1.0375,0,"U","1"
"689","2002-05",1.74,1.76,1.91,2.35,3.26,3.8,4.49,4.9,5.16,5.81,NA,1.94,4.1125,5.485,3.545,2.1725,1.3725,0.800000000000002,0,"U","1"
"690","2002-06",1.72,1.73,1.83,2.2,2.99,3.49,4.19,4.6,4.93,5.65,NA,1.87,3.8175,5.29,3.42,1.9475,1.4725,0.475000000000001,0,"U","1"
"691","2002-07",1.72,1.71,1.74,1.96,2.56,3.01,3.81,4.3,4.65,5.51,NA,1.7825,3.42,5.08,3.2975,1.6375,1.66,-0.0225,0,"U","1"
"692","2002-08",1.68,1.65,1.64,1.76,2.13,2.52,3.29,3.88,4.26,5.19,NA,1.6825,2.955,4.725,3.0425,1.2725,1.77,-0.497499999999999,0,"U","1"
"693","2002-09",1.67,1.66,1.64,1.72,2,2.32,2.94,3.5,3.87,4.87,NA,1.6725,2.69,4.37,2.6975,1.0175,1.68,-0.662500000000001,0,"U","1"
"694","2002-10",1.62,1.61,1.59,1.65,1.91,2.25,2.95,3.54,3.94,5,NA,1.6175,2.6625,4.47,2.8525,1.045,1.8075,-0.7625,0,"U","1"
"695","2002-11",1.26,1.25,1.3,1.49,1.92,2.32,3.05,3.64,4.05,5.04,NA,1.325,2.7325,4.545,3.22,1.4075,1.8125,-0.405,0,"U","1"
"696","2002-12",1.2,1.21,1.27,1.45,1.84,2.23,3.03,3.63,4.03,5.01,NA,1.2825,2.6825,4.52,3.2375,1.4,1.8375,-0.437499999999999,0,"U","1"
"697","2003-01",1.17,1.19,1.22,1.36,1.74,2.18,3.05,3.6,4.05,5.02,NA,1.235,2.6425,4.535,3.3,1.4075,1.8925,-0.485,0,"U","1"
"698","2003-02",1.2,1.19,1.2,1.3,1.63,2.05,2.9,3.45,3.9,4.87,NA,1.2225,2.5075,4.385,3.1625,1.285,1.8775,-0.592499999999999,0,"U","1"
"699","2003-03",1.18,1.15,1.16,1.24,1.57,1.98,2.78,3.34,3.81,4.82,NA,1.1825,2.4175,4.315,3.1325,1.235,1.8975,-0.662500000000001,0,"U","1"
"700","2003-04",1.16,1.15,1.17,1.27,1.62,2.06,2.93,3.47,3.96,4.91,NA,1.1875,2.52,4.435,3.2475,1.3325,1.915,-0.5825,0,"U","1"
"701","2003-05",1.08,1.09,1.11,1.18,1.42,1.75,2.52,3.07,3.57,4.52,NA,1.115,2.19,4.045,2.93,1.075,1.855,-0.78,0,"U","1"
"702","2003-06",0.97,0.94,0.94,1.01,1.23,1.51,2.27,2.84,3.33,4.34,NA,0.965,1.9625,3.835,2.87,0.9975,1.8725,-0.875,0,"U","1"
"703","2003-07",0.9,0.92,0.97,1.12,1.47,1.93,2.87,3.45,3.98,4.92,NA,0.9775,2.43,4.45,3.4725,1.4525,2.02,-0.567500000000001,0,"U","1"
"704","2003-08",0.95,0.97,1.05,1.31,1.86,2.44,3.37,3.96,4.45,5.39,NA,1.07,2.9075,4.92,3.85,1.8375,2.0125,-0.175000000000001,0,"U","1"
"705","2003-09",0.91,0.96,1.03,1.24,1.71,2.23,3.18,3.74,4.27,5.21,NA,1.035,2.715,4.74,3.705,1.68,2.025,-0.345000000000001,0,"U","1"
"706","2003-10",0.91,0.94,1.02,1.25,1.75,2.26,3.19,3.75,4.29,5.21,NA,1.03,2.7375,4.75,3.72,1.7075,2.0125,-0.305,0,"U","1"
"707","2003-11",0.94,0.95,1.04,1.34,1.93,2.45,3.29,3.81,4.3,5.17,NA,1.0675,2.87,4.735,3.6675,1.8025,1.865,-0.0624999999999991,0,"U","1"
"708","2003-12",0.89,0.91,1.01,1.31,1.91,2.44,3.27,3.79,4.27,5.11,NA,1.03,2.8525,4.69,3.66,1.8225,1.8375,-0.0149999999999988,0,"U","1"
"709","2004-01",0.85,0.9,0.99,1.24,1.76,2.27,3.12,3.65,4.15,5.01,NA,0.995,2.7,4.58,3.585,1.705,1.88,-0.175,0,"U","1"
"710","2004-02",0.92,0.94,1.01,1.24,1.74,2.25,3.07,3.59,4.08,4.94,NA,1.0275,2.6625,4.51,3.4825,1.635,1.8475,-0.212499999999999,0,"U","1"
"711","2004-03",0.96,0.95,1.01,1.19,1.58,2,2.79,3.31,3.83,4.72,NA,1.0275,2.42,4.275,3.2475,1.3925,1.855,-0.4625,0,"U","1"
"712","2004-04",0.91,0.96,1.11,1.43,2.07,2.57,3.39,3.89,4.35,5.16,NA,1.1025,2.98,4.755,3.6525,1.8775,1.775,0.1025,0,"U","1"
"713","2004-05",0.91,1.04,1.33,1.78,2.53,3.1,3.85,4.31,4.72,5.46,NA,1.265,3.4475,5.09,3.825,2.1825,1.6425,0.539999999999999,0,"U","1"
"714","2004-06",1.05,1.29,1.64,2.12,2.76,3.26,3.93,4.35,4.73,5.45,NA,1.525,3.575,5.09,3.565,2.05,1.515,0.534999999999999,0,"U","1"
"715","2004-07",1.19,1.36,1.7,2.1,2.64,3.05,3.69,4.11,4.5,5.24,NA,1.5875,3.3725,4.87,3.2825,1.785,1.4975,0.2875,0,"U","1"
"716","2004-08",1.37,1.5,1.76,2.02,2.51,2.88,3.47,3.9,4.28,5.07,NA,1.6625,3.19,4.675,3.0125,1.5275,1.485,0.0424999999999995,0,"U","1"
"717","2004-09",1.55,1.68,1.91,2.12,2.53,2.83,3.36,3.75,4.13,4.89,NA,1.815,3.1175,4.51,2.695,1.3025,1.3925,-0.0899999999999999,0,"U","1"
"718","2004-10",1.63,1.79,2.05,2.23,2.58,2.85,3.35,3.75,4.1,4.85,NA,1.925,3.1325,4.475,2.55,1.2075,1.3425,-0.135,0,"U","1"
"719","2004-11",1.92,2.11,2.32,2.5,2.85,3.09,3.53,3.88,4.19,4.89,NA,2.2125,3.3375,4.54,2.3275,1.125,1.2025,-0.0775000000000006,0,"U","1"
"720","2004-12",1.96,2.22,2.5,2.67,3.01,3.21,3.6,3.93,4.23,4.88,NA,2.3375,3.4375,4.555,2.2175,1.1,1.1175,-0.0175000000000001,0,"U","1"
"721","2005-01",2.05,2.37,2.68,2.86,3.22,3.39,3.71,3.97,4.22,4.77,NA,2.49,3.5725,4.495,2.005,1.0825,0.922499999999999,0.160000000000001,0,"U","1"
"722","2005-02",2.36,2.58,2.85,3.03,3.38,3.54,3.77,3.97,4.17,4.61,NA,2.705,3.665,4.39,1.685,0.96,0.725000000000001,0.234999999999999,0,"U","1"
"723","2005-03",2.65,2.8,3.09,3.3,3.73,3.91,4.17,4.33,4.5,4.89,NA,2.96,4.035,4.695,1.735,1.075,0.66,0.415,0,"U","1"
"724","2005-04",2.64,2.84,3.14,3.32,3.65,3.79,4,4.16,4.34,4.75,NA,2.985,3.9,4.545,1.56,0.915,0.645,0.27,0,"U","1"
"725","2005-05",2.65,2.9,3.17,3.33,3.64,3.72,3.85,3.94,4.14,4.56,NA,3.0125,3.7875,4.35,1.3375,0.775,0.5625,0.212500000000001,0,"U","1"
"726","2005-06",2.83,3.04,3.22,3.36,3.64,3.69,3.77,3.86,4,4.35,NA,3.1125,3.74,4.175,1.0625,0.6275,0.435,0.1925,0,"U","1"
"727","2005-07",3.1,3.29,3.53,3.64,3.87,3.91,3.98,4.06,4.18,4.48,NA,3.39,3.955,4.33,0.94,0.565,0.375,0.19,0,"U","1"
"728","2005-08",3.34,3.52,3.78,3.87,4.04,4.08,4.12,4.18,4.26,4.53,NA,3.6275,4.105,4.395,0.7675,0.477500000000001,0.289999999999999,0.187500000000002,0,"U","1"
"729","2005-09",3.23,3.49,3.79,3.85,3.95,3.96,4.01,4.08,4.2,4.51,NA,3.59,4,4.355,0.765,0.41,0.355,0.0549999999999997,0,"U","1"
"730","2005-10",3.51,3.79,4.13,4.18,4.27,4.29,4.33,4.38,4.46,4.74,NA,3.9025,4.3175,4.6,0.6975,0.415,0.2825,0.1325,0,"U","1"
"731","2005-11",3.91,3.97,4.3,4.33,4.42,4.43,4.45,4.48,4.54,4.83,NA,4.1275,4.445,4.685,0.557500000000001,0.317500000000001,0.24,0.0775000000000006,0,"U","1"
"732","2005-12",3.69,3.97,4.33,4.35,4.4,4.39,4.39,4.41,4.47,4.73,NA,4.085,4.3975,4.6,0.515,0.3125,0.2025,0.110000000000001,0,"U","1"
"733","2006-01",4.12,4.34,4.47,4.45,4.4,4.35,4.35,4.37,4.42,4.65,NA,4.345,4.3675,4.535,0.19,0.0225,0.1675,-0.145,0,"U","1"
"734","2006-02",4.38,4.54,4.69,4.68,4.67,4.64,4.57,4.56,4.57,4.73,4.54,4.5725,4.61,4.61333333333333,0.0408333333333335,0.0374999999999996,0.00333333333333385,0.0341666666666658,0,"F","5"
"735","2006-03",4.55,4.63,4.79,4.77,4.73,4.74,4.72,4.71,4.72,4.91,4.73,4.685,4.725,4.78666666666667,0.101666666666667,0.0400000000000009,0.0616666666666656,-0.0216666666666647,0,"F","5"
"736","2006-04",4.61,4.72,4.9,4.9,4.89,4.89,4.9,4.94,4.99,5.22,5.06,4.7825,4.905,5.09,0.307499999999999,0.1225,0.185,-0.0625,0,"U","1"
"737","2006-05",4.7,4.84,5.01,5,4.97,4.97,5,5.03,5.11,5.35,5.2,4.8875,4.9925,5.22,0.3325,0.105,0.2275,-0.122499999999999,0,"U","1"
"738","2006-06",4.71,4.92,5.17,5.16,5.12,5.09,5.07,5.08,5.11,5.29,5.15,4.99,5.09,5.18333333333333,0.193333333333333,0.0999999999999996,0.0933333333333337,0.00666666666666593,0,"F","5"
"739","2006-07",4.9,5.08,5.27,5.22,5.12,5.07,5.04,5.05,5.09,5.25,5.13,5.1175,5.07,5.15666666666667,0.0391666666666666,-0.0474999999999994,0.086666666666666,-0.134166666666665,0,"F","5"
"740","2006-08",5.16,5.09,5.17,5.08,4.9,4.85,4.82,4.83,4.88,5.08,5,5.125,4.85,4.98666666666667,-0.138333333333333,-0.275,0.136666666666668,-0.411666666666669,0,"B","4"
"741","2006-09",4.77,4.93,5.08,4.97,4.77,4.69,4.67,4.68,4.72,4.93,4.85,4.9375,4.7025,4.83333333333333,-0.104166666666667,-0.234999999999999,0.130833333333332,-0.365833333333331,0,"B","4"
"742","2006-10",4.97,5.05,5.12,5.01,4.8,4.72,4.69,4.69,4.73,4.94,4.85,5.0375,4.725,4.84,-0.197499999999999,-0.312499999999999,0.115,-0.4275,0,"B","4"
"743","2006-11",5.21,5.07,5.15,5.01,4.74,4.64,4.58,4.58,4.6,4.78,4.69,5.11,4.635,4.69,-0.42,-0.475000000000001,0.0550000000000006,-0.530000000000001,0,"B","4"
"744","2006-12",4.87,4.97,5.07,4.94,4.67,4.58,4.53,4.54,4.56,4.78,4.68,4.9625,4.58,4.67333333333333,-0.289166666666667,-0.3825,0.0933333333333328,-0.475833333333334,0,"B","4"
"745","2007-01",4.94,5.11,5.15,5.06,4.88,4.79,4.75,4.75,4.76,4.95,4.85,5.065,4.7925,4.85333333333333,-0.211666666666667,-0.2725,0.0608333333333331,-0.333333333333332,0,"B","4"
"746","2007-02",5.18,5.16,5.16,5.05,4.85,4.75,4.71,4.71,4.72,4.93,4.82,5.1375,4.755,4.82333333333333,-0.314166666666667,-0.3825,0.0683333333333334,-0.450833333333334,0,"B","4"
"747","2007-03",5.21,5.08,5.1,4.92,4.57,4.51,4.48,4.5,4.56,4.81,4.72,5.0775,4.515,4.69666666666667,-0.380833333333333,-0.562499999999999,0.181666666666666,-0.744166666666665,0,"B","4"
"748","2007-04",4.99,5.01,5.07,4.93,4.67,4.6,4.59,4.62,4.69,4.95,4.87,5,4.62,4.83666666666667,-0.163333333333333,-0.38,0.216666666666667,-0.596666666666666,0,"B","4"
"749","2007-05",4.82,4.87,4.98,4.91,4.77,4.69,4.67,4.69,4.75,4.98,4.9,4.895,4.705,4.87666666666667,-0.0183333333333335,-0.19,0.171666666666667,-0.361666666666668,0,"B","4"
"750","2007-06",4.52,4.74,4.95,4.96,4.98,5,5.03,5.05,5.1,5.29,5.2,4.7925,5.015,5.19666666666667,0.404166666666666,0.2225,0.181666666666666,0.0408333333333353,0,"U","1"
"751","2007-07",4.82,4.96,5.04,4.96,4.82,4.82,4.88,4.93,5,5.19,5.11,4.945,4.8625,5.1,0.155,-0.0825000000000005,0.237500000000001,-0.320000000000002,0,"B","4"
"752","2007-08",4.2,4.32,4.55,4.47,4.31,4.34,4.43,4.53,4.67,5,4.93,4.385,4.4025,4.86666666666667,0.481666666666666,0.0175000000000001,0.464166666666666,-0.446666666666665,0,"U","1"
"753","2007-09",3.78,3.99,4.2,4.14,4.01,4.06,4.2,4.33,4.52,4.84,4.79,4.0275,4.15,4.71666666666667,0.689166666666666,0.1225,0.566666666666666,-0.444166666666664,0,"U","1"
"754","2007-10",3.81,4,4.16,4.1,3.97,4.01,4.2,4.33,4.53,4.83,4.77,4.0175,4.1275,4.71,0.6925,0.109999999999999,0.5825,-0.4725,0,"U","1"
"755","2007-11",3.68,3.35,3.58,3.5,3.34,3.35,3.67,3.87,4.15,4.56,4.52,3.5275,3.5575,4.41,0.8825,0.0300000000000002,0.8525,-0.8225,0,"U","1"
"756","2007-12",2.86,3.07,3.34,3.26,3.12,3.13,3.49,3.74,4.1,4.57,4.53,3.1325,3.37,4.4,1.2675,0.2375,1.03,-0.792499999999999,0,"U","1"
"757","2008-01",2.74,2.82,2.84,2.71,2.48,2.51,2.98,3.31,3.74,4.35,4.33,2.7775,2.82,4.14,1.3625,0.0425000000000004,1.32,-1.2775,1,"U","1"
"758","2008-02",2.27,2.17,2.1,2.05,1.97,2.19,2.78,3.21,3.74,4.49,4.52,2.1475,2.5375,4.25,2.1025,0.39,1.7125,-1.3225,1,"U","1"
"759","2008-03",1.35,1.28,1.51,1.54,1.62,1.8,2.48,2.93,3.51,4.36,4.39,1.42,2.2075,4.08666666666667,2.66666666666667,0.7875,1.87916666666667,-1.09166666666667,1,"U","1"
"760","2008-04",1.07,1.31,1.58,1.74,2.05,2.23,2.84,3.19,3.68,4.44,4.44,1.425,2.5775,4.18666666666667,2.76166666666667,1.1525,1.60916666666667,-0.456666666666668,1,"U","1"
"761","2008-05",1.76,1.76,1.86,2.06,2.45,2.69,3.15,3.46,3.88,4.6,4.6,1.86,2.9375,4.36,2.5,1.0775,1.4225,-0.345000000000001,1,"U","1"
"762","2008-06",1.72,1.89,2.19,2.42,2.77,3.08,3.49,3.73,4.1,4.74,4.69,2.055,3.2675,4.51,2.455,1.2125,1.2425,-0.0300000000000002,1,"U","1"
"763","2008-07",1.6,1.66,1.98,2.28,2.57,2.87,3.3,3.6,4.01,4.62,4.57,1.88,3.085,4.4,2.52,1.205,1.315,-0.11,1,"U","1"
"764","2008-08",1.68,1.75,1.97,2.18,2.42,2.7,3.14,3.46,3.89,4.53,4.5,1.895,2.93,4.30666666666667,2.41166666666667,1.035,1.37666666666667,-0.341666666666667,1,"U","1"
"765","2008-09",0.89,1.15,1.64,1.91,2.08,2.32,2.88,3.25,3.69,4.32,4.27,1.3975,2.6325,4.09333333333333,2.69583333333333,1.235,1.46083333333333,-0.225833333333332,1,"U","1"
"766","2008-10",0.29,0.69,1.23,1.42,1.61,1.86,2.73,3.19,3.81,4.45,4.17,0.9075,2.3475,4.14333333333333,3.23583333333333,1.44,1.79583333333333,-0.355833333333333,1,"U","1"
"767","2008-11",0.09,0.19,0.74,1.07,1.21,1.51,2.29,2.82,3.53,4.27,4,0.5225,1.9575,3.93333333333333,3.41083333333333,1.435,1.97583333333333,-0.540833333333333,1,"U","1"
"768","2008-12",0.03,0.03,0.26,0.49,0.82,1.07,1.52,1.89,2.42,3.18,2.87,0.2025,1.325,2.82333333333333,2.62083333333333,1.1225,1.49833333333333,-0.375833333333333,1,"U","1"
"769","2009-01",0.05,0.13,0.3,0.44,0.81,1.13,1.6,1.98,2.52,3.46,3.13,0.23,1.38,3.03666666666667,2.80666666666667,1.15,1.65666666666667,-0.506666666666667,1,"U","1"
"770","2009-02",0.22,0.3,0.46,0.62,0.98,1.37,1.87,2.3,2.87,3.83,3.59,0.4,1.63,3.43,3.03,1.23,1.8,-0.569999999999999,1,"U","1"
"771","2009-03",0.1,0.22,0.43,0.64,0.93,1.31,1.82,2.42,2.82,3.78,3.64,0.3475,1.62,3.41333333333333,3.06583333333333,1.2725,1.79333333333333,-0.520833333333333,1,"U","1"
"772","2009-04",0.1,0.16,0.35,0.55,0.93,1.32,1.86,2.47,2.93,3.84,3.76,0.29,1.645,3.51,3.22,1.355,1.865,-0.51,1,"U","1"
"773","2009-05",0.14,0.18,0.3,0.5,0.93,1.39,2.13,2.81,3.29,4.22,4.23,0.28,1.815,3.91333333333333,3.63333333333333,1.535,2.09833333333333,-0.563333333333333,1,"U","1"
"774","2009-06",0.1,0.18,0.31,0.51,1.18,1.76,2.71,3.37,3.72,4.51,4.52,0.275,2.255,4.25,3.975,1.98,1.995,-0.0150000000000006,1,"U","1"
"775","2009-07",0.15,0.18,0.28,0.48,1.02,1.55,2.46,3.14,3.56,4.38,4.41,0.2725,2.0425,4.11666666666667,3.84416666666667,1.77,2.07416666666667,-0.304166666666666,0,"U","1"
"776","2009-08",0.12,0.17,0.27,0.46,1.12,1.65,2.57,3.21,3.59,4.33,4.37,0.255,2.1375,4.09666666666667,3.84166666666667,1.8825,1.95916666666667,-0.0766666666666662,0,"U","1"
"777","2009-09",0.06,0.12,0.21,0.4,0.96,1.48,2.37,3.02,3.4,4.14,4.19,0.1975,1.9575,3.91,3.7125,1.76,1.9525,-0.1925,0,"U","1"
"778","2009-10",0.04,0.07,0.16,0.37,0.95,1.46,2.33,2.96,3.39,4.16,4.19,0.16,1.925,3.91333333333333,3.75333333333333,1.765,1.98833333333333,-0.223333333333334,0,"U","1"
"779","2009-11",0.05,0.05,0.15,0.31,0.8,1.32,2.23,2.92,3.4,4.24,4.31,0.14,1.8175,3.98333333333333,3.84333333333333,1.6775,2.16583333333333,-0.488333333333333,0,"U","1"
"780","2009-12",0.03,0.05,0.17,0.37,0.87,1.38,2.34,3.07,3.59,4.4,4.49,0.155,1.915,4.16,4.005,1.76,2.245,-0.485,0,"U","1"
"781","2010-01",0.02,0.06,0.15,0.35,0.93,1.49,2.48,3.21,3.73,4.5,4.6,0.145,2.0275,4.27666666666667,4.13166666666667,1.8825,2.24916666666667,-0.366666666666666,0,"U","1"
"782","2010-02",0.06,0.11,0.18,0.35,0.86,1.4,2.36,3.12,3.69,4.48,4.62,0.175,1.935,4.26333333333333,4.08833333333333,1.76,2.32833333333333,-0.568333333333333,0,"U","1"
"783","2010-03",0.12,0.15,0.23,0.4,0.96,1.51,2.43,3.16,3.73,4.49,4.64,0.225,2.015,4.28666666666667,4.06166666666667,1.79,2.27166666666667,-0.481666666666666,0,"U","1"
"784","2010-04",0.15,0.16,0.24,0.45,1.06,1.64,2.58,3.28,3.85,4.53,4.69,0.25,2.14,4.35666666666667,4.10666666666667,1.89,2.21666666666667,-0.326666666666667,0,"U","1"
"785","2010-05",0.15,0.16,0.22,0.37,0.83,1.32,2.18,2.86,3.42,4.11,4.29,0.225,1.7975,3.94,3.715,1.5725,2.1425,-0.57,0,"U","1"
"786","2010-06",0.08,0.12,0.19,0.32,0.72,1.17,2,2.66,3.2,3.95,4.13,0.1775,1.6375,3.76,3.5825,1.46,2.1225,-0.6625,0,"U","1"
"787","2010-07",0.16,0.16,0.2,0.29,0.62,0.98,1.76,2.43,3.01,3.8,3.99,0.2025,1.4475,3.6,3.3975,1.245,2.1525,-0.9075,0,"U","1"
"788","2010-08",0.15,0.16,0.19,0.26,0.52,0.78,1.47,2.1,2.7,3.52,3.8,0.19,1.2175,3.34,3.15,1.0275,2.1225,-1.095,0,"U","1"
"789","2010-09",0.12,0.15,0.19,0.26,0.48,0.74,1.41,2.05,2.65,3.47,3.77,0.18,1.17,3.29666666666667,3.11666666666667,0.99,2.12666666666667,-1.13666666666667,0,"U","1"
