"","X","date","t1m","t3m","t6m","t1y","t2y","t3y","t5y","t7y","t10y","t20y","t30y","ys","ym","yl","sls","sms","slm","curv","rec","B","D","F","H","U","U1","U2","U3","U4","u","h","f","d","b","ms"
"588",588,"2002-03",1.79,1.83,2.06,2.57,3.56,4.14,4.74,5.14,5.28,"5.93","ND",2.0625,4.395,5.605,3.5425,2.3325,1.21,1.1225,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"589",589,"2002-04",1.72,1.75,1.98,2.48,3.42,4.01,4.65,5.02,5.21,"5.85","ND",1.9825,4.275,5.53,3.5475,2.2925,1.255,1.0375,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"590",590,"2002-05",1.74,1.76,1.91,2.35,3.26,3.8,4.49,4.9,5.16,"5.81","ND",1.94,4.1125,5.485,3.545,2.1725,1.3725,0.800000000000002,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"591",591,"2002-06",1.72,1.73,1.83,2.2,2.99,3.49,4.19,4.6,4.93,"5.65","ND",1.87,3.8175,5.29,3.42,1.9475,1.4725,0.475000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"592",592,"2002-07",1.72,1.71,1.74,1.96,2.56,3.01,3.81,4.3,4.65,"5.51","ND",1.7825,3.42,5.08,3.2975,1.6375,1.66,-0.0225,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"593",593,"2002-08",1.68,1.65,1.64,1.76,2.13,2.52,3.29,3.88,4.26,"5.19","ND",1.6825,2.955,4.725,3.0425,1.2725,1.77,-0.497499999999999,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"594",594,"2002-09",1.67,1.66,1.64,1.72,2,2.32,2.94,3.5,3.87,"4.87","ND",1.6725,2.69,4.37,2.6975,1.0175,1.68,-0.662500000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"595",595,"2002-10",1.62,1.61,1.59,1.65,1.91,2.25,2.95,3.54,3.94,"5","ND",1.6175,2.6625,4.47,2.8525,1.045,1.8075,-0.7625,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"596",596,"2002-11",1.26,1.25,1.3,1.49,1.92,2.32,3.05,3.64,4.05,"5.04","ND",1.325,2.7325,4.545,3.22,1.4075,1.8125,-0.405,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"597",597,"2002-12",1.2,1.21,1.27,1.45,1.84,2.23,3.03,3.63,4.03,"5.01","ND",1.2825,2.6825,4.52,3.2375,1.4,1.8375,-0.437499999999999,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"598",598,"2003-01",1.17,1.19,1.22,1.36,1.74,2.18,3.05,3.6,4.05,"5.0199999999999996","ND",1.235,2.6425,4.535,3.3,1.4075,1.8925,-0.485,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"599",599,"2003-02",1.2,1.19,1.2,1.3,1.63,2.05,2.9,3.45,3.9,"4.87","ND",1.2225,2.5075,4.385,3.1625,1.285,1.8775,-0.592499999999999,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"600",600,"2003-03",1.18,1.15,1.16,1.24,1.57,1.98,2.78,3.34,3.81,"4.82","ND",1.1825,2.4175,4.315,3.1325,1.235,1.8975,-0.662500000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"601",601,"2003-04",1.16,1.15,1.17,1.27,1.62,2.06,2.93,3.47,3.96,"4.91","ND",1.1875,2.52,4.435,3.2475,1.3325,1.915,-0.5825,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"602",602,"2003-05",1.08,1.09,1.11,1.18,1.42,1.75,2.52,3.07,3.57,"4.5199999999999996","ND",1.115,2.19,4.045,2.93,1.075,1.855,-0.78,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"603",603,"2003-06",0.97,0.94,0.94,1.01,1.23,1.51,2.27,2.84,3.33,"4.34","ND",0.965,1.9625,3.835,2.87,0.9975,1.8725,-0.875,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"604",604,"2003-07",0.9,0.92,0.97,1.12,1.47,1.93,2.87,3.45,3.98,"4.92","ND",0.9775,2.43,4.45,3.4725,1.4525,2.02,-0.567500000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"605",605,"2003-08",0.95,0.97,1.05,1.31,1.86,2.44,3.37,3.96,4.45,"5.39","ND",1.07,2.9075,4.92,3.85,1.8375,2.0125,-0.175000000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"606",606,"2003-09",0.91,0.96,1.03,1.24,1.71,2.23,3.18,3.74,4.27,"5.21","ND",1.035,2.715,4.74,3.705,1.68,2.025,-0.345000000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"607",607,"2003-10",0.91,0.94,1.02,1.25,1.75,2.26,3.19,3.75,4.29,"5.21","ND",1.03,2.7375,4.75,3.72,1.7075,2.0125,-0.305,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"608",608,"2003-11",0.94,0.95,1.04,1.34,1.93,2.45,3.29,3.81,4.3,"5.17","ND",1.0675,2.87,4.735,3.6675,1.8025,1.865,-0.0624999999999991,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"609",609,"2003-12",0.89,0.91,1.01,1.31,1.91,2.44,3.27,3.79,4.27,"5.1100000000000003","ND",1.03,2.8525,4.69,3.66,1.8225,1.8375,-0.0149999999999988,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"610",610,"2004-01",0.85,0.9,0.99,1.24,1.76,2.27,3.12,3.65,4.15,"5.01","ND",0.995,2.7,4.58,3.585,1.705,1.88,-0.175,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"611",611,"2004-02",0.92,0.94,1.01,1.24,1.74,2.25,3.07,3.59,4.08,"4.9400000000000004","ND",1.0275,2.6625,4.51,3.4825,1.635,1.8475,-0.212499999999999,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"612",612,"2004-03",0.96,0.95,1.01,1.19,1.58,2,2.79,3.31,3.83,"4.72","ND",1.0275,2.42,4.275,3.2475,1.3925,1.855,-0.4625,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"613",613,"2004-04",0.91,0.96,1.11,1.43,2.07,2.57,3.39,3.89,4.35,"5.16","ND",1.1025,2.98,4.755,3.6525,1.8775,1.775,0.1025,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"614",614,"2004-05",0.91,1.04,1.33,1.78,2.53,3.1,3.85,4.31,4.72,"5.46","ND",1.265,3.4475,5.09,3.825,2.1825,1.6425,0.539999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"615",615,"2004-06",1.05,1.29,1.64,2.12,2.76,3.26,3.93,4.35,4.73,"5.45","ND",1.525,3.575,5.09,3.565,2.05,1.515,0.534999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"616",616,"2004-07",1.19,1.36,1.7,2.1,2.64,3.05,3.69,4.11,4.5,"5.24","ND",1.5875,3.3725,4.87,3.2825,1.785,1.4975,0.2875,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"617",617,"2004-08",1.37,1.5,1.76,2.02,2.51,2.88,3.47,3.9,4.28,"5.07","ND",1.6625,3.19,4.675,3.0125,1.5275,1.485,0.0424999999999995,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"618",618,"2004-09",1.55,1.68,1.91,2.12,2.53,2.83,3.36,3.75,4.13,"4.8899999999999997","ND",1.815,3.1175,4.51,2.695,1.3025,1.3925,-0.0899999999999999,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"619",619,"2004-10",1.63,1.79,2.05,2.23,2.58,2.85,3.35,3.75,4.1,"4.8499999999999996","ND",1.925,3.1325,4.475,2.55,1.2075,1.3425,-0.135,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"620",620,"2004-11",1.92,2.11,2.32,2.5,2.85,3.09,3.53,3.88,4.19,"4.8899999999999997","ND",2.2125,3.3375,4.54,2.3275,1.125,1.2025,-0.0775000000000006,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"621",621,"2004-12",1.96,2.22,2.5,2.67,3.01,3.21,3.6,3.93,4.23,"4.88","ND",2.3375,3.4375,4.555,2.2175,1.1,1.1175,-0.0175000000000001,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"622",622,"2005-01",2.05,2.37,2.68,2.86,3.22,3.39,3.71,3.97,4.22,"4.7699999999999996","ND",2.49,3.5725,4.495,2.005,1.0825,0.922499999999999,0.160000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"623",623,"2005-02",2.36,2.58,2.85,3.03,3.38,3.54,3.77,3.97,4.17,"4.6100000000000003","ND",2.705,3.665,4.39,1.685,0.96,0.725000000000001,0.234999999999999,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"624",624,"2005-03",2.65,2.8,3.09,3.3,3.73,3.91,4.17,4.33,4.5,"4.8899999999999997","ND",2.96,4.035,4.695,1.735,1.075,0.66,0.415,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"625",625,"2005-04",2.64,2.84,3.14,3.32,3.65,3.79,4,4.16,4.34,"4.75","ND",2.985,3.9,4.545,1.56,0.915,0.645,0.27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"626",626,"2005-05",2.65,2.9,3.17,3.33,3.64,3.72,3.85,3.94,4.14,"4.5599999999999996","ND",3.0125,3.7875,4.35,1.3375,0.775,0.5625,0.212500000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"627",627,"2005-06",2.83,3.04,3.22,3.36,3.64,3.69,3.77,3.86,4,"4.3499999999999996","ND",3.1125,3.74,4.175,1.0625,0.6275,0.435,0.1925,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"628",628,"2005-07",3.1,3.29,3.53,3.64,3.87,3.91,3.98,4.06,4.18,"4.4800000000000004","ND",3.39,3.955,4.33,0.94,0.565,0.375,0.19,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"629",629,"2005-08",3.34,3.52,3.78,3.87,4.04,4.08,4.12,4.18,4.26,"4.53","ND",3.6275,4.105,4.395,0.7675,0.477500000000001,0.289999999999999,0.187500000000002,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"630",630,"2005-09",3.23,3.49,3.79,3.85,3.95,3.96,4.01,4.08,4.2,"4.51","ND",3.59,4,4.355,0.765,0.41,0.355,0.0549999999999997,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"631",631,"2005-10",3.51,3.79,4.13,4.18,4.27,4.29,4.33,4.38,4.46,"4.74","ND",3.9025,4.3175,4.6,0.6975,0.415,0.2825,0.1325,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"632",632,"2005-11",3.91,3.97,4.3,4.33,4.42,4.43,4.45,4.48,4.54,"4.83","ND",4.1275,4.445,4.685,0.557500000000001,0.317500000000001,0.24,0.0775000000000006,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"633",633,"2005-12",3.69,3.97,4.33,4.35,4.4,4.39,4.39,4.41,4.47,"4.7300000000000004","ND",4.085,4.3975,4.6,0.515,0.3125,0.2025,0.110000000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"634",634,"2006-01",4.12,4.34,4.47,4.45,4.4,4.35,4.35,4.37,4.42,"4.6500000000000004","ND",4.345,4.3675,4.535,0.19,0.0225,0.1675,-0.145,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"635",635,"2006-02",4.38,4.54,4.69,4.68,4.67,4.64,4.57,4.56,4.57,"4.7300000000000004","4.54",4.5725,4.61,4.61333333333333,0.0408333333333335,0.0374999999999996,0.00333333333333385,0.0341666666666658,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"636",636,"2006-03",4.55,4.63,4.79,4.77,4.73,4.74,4.72,4.71,4.72,"4.91","4.7300000000000004",4.685,4.725,4.78666666666667,0.101666666666667,0.0400000000000009,0.0616666666666656,-0.0216666666666647,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"637",637,"2006-04",4.61,4.72,4.9,4.9,4.89,4.89,4.9,4.94,4.99,"5.22","5.0599999999999996",4.7825,4.905,5.09,0.307499999999999,0.1225,0.185,-0.0625,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"638",638,"2006-05",4.7,4.84,5.01,5,4.97,4.97,5,5.03,5.11,"5.35","5.2",4.8875,4.9925,5.22,0.3325,0.105,0.2275,-0.122499999999999,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"639",639,"2006-06",4.71,4.92,5.17,5.16,5.12,5.09,5.07,5.08,5.11,"5.29","5.15",4.99,5.09,5.18333333333333,0.193333333333333,0.0999999999999996,0.0933333333333337,0.00666666666666593,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"640",640,"2006-07",4.9,5.08,5.27,5.22,5.12,5.07,5.04,5.05,5.09,"5.25","5.13",5.1175,5.07,5.15666666666667,0.0391666666666666,-0.0474999999999994,0.086666666666666,-0.134166666666665,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"641",641,"2006-08",5.16,5.09,5.17,5.08,4.9,4.85,4.82,4.83,4.88,"5.08","5",5.125,4.85,4.98666666666667,-0.138333333333333,-0.275,0.136666666666668,-0.411666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"642",642,"2006-09",4.77,4.93,5.08,4.97,4.77,4.69,4.67,4.68,4.72,"4.93","4.8499999999999996",4.9375,4.7025,4.83333333333333,-0.104166666666667,-0.234999999999999,0.130833333333332,-0.365833333333331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"643",643,"2006-10",4.97,5.05,5.12,5.01,4.8,4.72,4.69,4.69,4.73,"4.9400000000000004","4.8499999999999996",5.0375,4.725,4.84,-0.197499999999999,-0.312499999999999,0.115,-0.4275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"644",644,"2006-11",5.21,5.07,5.15,5.01,4.74,4.64,4.58,4.58,4.6,"4.78","4.6900000000000004",5.11,4.635,4.69,-0.42,-0.475000000000001,0.0550000000000006,-0.530000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"645",645,"2006-12",4.87,4.97,5.07,4.94,4.67,4.58,4.53,4.54,4.56,"4.78","4.68",4.9625,4.58,4.67333333333333,-0.289166666666667,-0.3825,0.0933333333333328,-0.475833333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"646",646,"2007-01",4.94,5.11,5.15,5.06,4.88,4.79,4.75,4.75,4.76,"4.95","4.8499999999999996",5.065,4.7925,4.85333333333333,-0.211666666666667,-0.2725,0.0608333333333331,-0.333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"647",647,"2007-02",5.18,5.16,5.16,5.05,4.85,4.75,4.71,4.71,4.72,"4.93","4.82",5.1375,4.755,4.82333333333333,-0.314166666666667,-0.3825,0.0683333333333334,-0.450833333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"648",648,"2007-03",5.21,5.08,5.1,4.92,4.57,4.51,4.48,4.5,4.56,"4.8099999999999996","4.72",5.0775,4.515,4.69666666666667,-0.380833333333333,-0.562499999999999,0.181666666666666,-0.744166666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"649",649,"2007-04",4.99,5.01,5.07,4.93,4.67,4.6,4.59,4.62,4.69,"4.95","4.87",5,4.62,4.83666666666667,-0.163333333333333,-0.38,0.216666666666667,-0.596666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"650",650,"2007-05",4.82,4.87,4.98,4.91,4.77,4.69,4.67,4.69,4.75,"4.9800000000000004","4.9000000000000004",4.895,4.705,4.87666666666667,-0.0183333333333335,-0.19,0.171666666666667,-0.361666666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"651",651,"2007-06",4.52,4.74,4.95,4.96,4.98,5,5.03,5.05,5.1,"5.29","5.2",4.7925,5.015,5.19666666666667,0.404166666666666,0.2225,0.181666666666666,0.0408333333333353,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"652",652,"2007-07",4.82,4.96,5.04,4.96,4.82,4.82,4.88,4.93,5,"5.19","5.1100000000000003",4.945,4.8625,5.1,0.155,-0.0825000000000005,0.237500000000001,-0.320000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"653",653,"2007-08",4.2,4.32,4.55,4.47,4.31,4.34,4.43,4.53,4.67,"5","4.93",4.385,4.4025,4.86666666666667,0.481666666666666,0.0175000000000001,0.464166666666666,-0.446666666666665,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"654",654,"2007-09",3.78,3.99,4.2,4.14,4.01,4.06,4.2,4.33,4.52,"4.84","4.79",4.0275,4.15,4.71666666666667,0.689166666666666,0.1225,0.566666666666666,-0.444166666666664,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"655",655,"2007-10",3.81,4,4.16,4.1,3.97,4.01,4.2,4.33,4.53,"4.83","4.7699999999999996",4.0175,4.1275,4.71,0.6925,0.109999999999999,0.5825,-0.4725,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"656",656,"2007-11",3.68,3.35,3.58,3.5,3.34,3.35,3.67,3.87,4.15,"4.5599999999999996","4.5199999999999996",3.5275,3.5575,4.41,0.8825,0.0300000000000002,0.8525,-0.8225,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"657",657,"2007-12",2.86,3.07,3.34,3.26,3.12,3.13,3.49,3.74,4.1,"4.57","4.53",3.1325,3.37,4.4,1.2675,0.2375,1.03,-0.792499999999999,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"658",658,"2008-01",2.74,2.82,2.84,2.71,2.48,2.51,2.98,3.31,3.74,"4.3499999999999996","4.33",2.7775,2.82,4.14,1.3625,0.0425000000000004,1.32,-1.2775,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"659",659,"2008-02",2.27,2.17,2.1,2.05,1.97,2.19,2.78,3.21,3.74,"4.49","4.5199999999999996",2.1475,2.5375,4.25,2.1025,0.39,1.7125,-1.3225,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"660",660,"2008-03",1.35,1.28,1.51,1.54,1.62,1.8,2.48,2.93,3.51,"4.3600000000000003","4.3899999999999997",1.42,2.2075,4.08666666666667,2.66666666666667,0.7875,1.87916666666667,-1.09166666666667,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"661",661,"2008-04",1.07,1.31,1.58,1.74,2.05,2.23,2.84,3.19,3.68,"4.4400000000000004","4.4400000000000004",1.425,2.5775,4.18666666666667,2.76166666666667,1.1525,1.60916666666667,-0.456666666666668,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"662",662,"2008-05",1.76,1.76,1.86,2.06,2.45,2.69,3.15,3.46,3.88,"4.5999999999999996","4.5999999999999996",1.86,2.9375,4.36,2.5,1.0775,1.4225,-0.345000000000001,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"663",663,"2008-06",1.72,1.89,2.19,2.42,2.77,3.08,3.49,3.73,4.1,"4.74","4.6900000000000004",2.055,3.2675,4.51,2.455,1.2125,1.2425,-0.0300000000000002,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"664",664,"2008-07",1.6,1.66,1.98,2.28,2.57,2.87,3.3,3.6,4.01,"4.62","4.57",1.88,3.085,4.4,2.52,1.205,1.315,-0.11,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"665",665,"2008-08",1.68,1.75,1.97,2.18,2.42,2.7,3.14,3.46,3.89,"4.53","4.5",1.895,2.93,4.30666666666667,2.41166666666667,1.035,1.37666666666667,-0.341666666666667,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"666",666,"2008-09",0.89,1.15,1.64,1.91,2.08,2.32,2.88,3.25,3.69,"4.32","4.2699999999999996",1.3975,2.6325,4.09333333333333,2.69583333333333,1.235,1.46083333333333,-0.225833333333332,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"667",667,"2008-10",0.29,0.69,1.23,1.42,1.61,1.86,2.73,3.19,3.81,"4.45","4.17",0.9075,2.3475,4.14333333333333,3.23583333333333,1.44,1.79583333333333,-0.355833333333333,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"668",668,"2008-11",0.09,0.19,0.74,1.07,1.21,1.51,2.29,2.82,3.53,"4.2699999999999996","4",0.5225,1.9575,3.93333333333333,3.41083333333333,1.435,1.97583333333333,-0.540833333333333,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"669",669,"2008-12",0.03,0.03,0.26,0.49,0.82,1.07,1.52,1.89,2.42,"3.18","2.87",0.2025,1.325,2.82333333333333,2.62083333333333,1.1225,1.49833333333333,-0.375833333333333,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"670",670,"2009-01",0.05,0.13,0.3,0.44,0.81,1.13,1.6,1.98,2.52,"3.46","3.13",0.23,1.38,3.03666666666667,2.80666666666667,1.15,1.65666666666667,-0.506666666666667,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"671",671,"2009-02",0.22,0.3,0.46,0.62,0.98,1.37,1.87,2.3,2.87,"3.83","3.59",0.4,1.63,3.43,3.03,1.23,1.8,-0.569999999999999,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"672",672,"2009-03",0.1,0.22,0.43,0.64,0.93,1.31,1.82,2.42,2.82,"3.78","3.64",0.3475,1.62,3.41333333333333,3.06583333333333,1.2725,1.79333333333333,-0.520833333333333,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"673",673,"2009-04",0.1,0.16,0.35,0.55,0.93,1.32,1.86,2.47,2.93,"3.84","3.76",0.29,1.645,3.51,3.22,1.355,1.865,-0.51,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"674",674,"2009-05",0.14,0.18,0.3,0.5,0.93,1.39,2.13,2.81,3.29,"4.22","4.2300000000000004",0.28,1.815,3.91333333333333,3.63333333333333,1.535,2.09833333333333,-0.563333333333333,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"675",675,"2009-06",0.1,0.18,0.31,0.51,1.18,1.76,2.71,3.37,3.72,"4.51","4.5199999999999996",0.275,2.255,4.25,3.975,1.98,1.995,-0.0150000000000006,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"676",676,"2009-07",0.15,0.18,0.28,0.48,1.02,1.55,2.46,3.14,3.56,"4.38","4.41",0.2725,2.0425,4.11666666666667,3.84416666666667,1.77,2.07416666666667,-0.304166666666666,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"677",677,"2009-08",0.12,0.17,0.27,0.46,1.12,1.65,2.57,3.21,3.59,"4.33","4.37",0.255,2.1375,4.09666666666667,3.84166666666667,1.8825,1.95916666666667,-0.0766666666666662,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"678",678,"2009-09",0.06,0.12,0.21,0.4,0.96,1.48,2.37,3.02,3.4,"4.1399999999999997","4.1900000000000004",0.1975,1.9575,3.91,3.7125,1.76,1.9525,-0.1925,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"679",679,"2009-10",0.04,0.07,0.16,0.37,0.95,1.46,2.33,2.96,3.39,"4.16","4.1900000000000004",0.16,1.925,3.91333333333333,3.75333333333333,1.765,1.98833333333333,-0.223333333333334,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"680",680,"2009-11",0.05,0.05,0.15,0.31,0.8,1.32,2.23,2.92,3.4,"4.24","4.3099999999999996",0.14,1.8175,3.98333333333333,3.84333333333333,1.6775,2.16583333333333,-0.488333333333333,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"681",681,"2009-12",0.03,0.05,0.17,0.37,0.87,1.38,2.34,3.07,3.59,"4.4000000000000004","4.49",0.155,1.915,4.16,4.005,1.76,2.245,-0.485,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"682",682,"2010-01",0.02,0.06,0.15,0.35,0.93,1.49,2.48,3.21,3.73,"4.5","4.5999999999999996",0.145,2.0275,4.27666666666667,4.13166666666667,1.8825,2.24916666666667,-0.366666666666666,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"683",683,"2010-02",0.06,0.11,0.18,0.35,0.86,1.4,2.36,3.12,3.69,"4.4800000000000004","4.62",0.175,1.935,4.26333333333333,4.08833333333333,1.76,2.32833333333333,-0.568333333333333,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"684",684,"2010-03",0.12,0.15,0.23,0.4,0.96,1.51,2.43,3.16,3.73,"4.49","4.6399999999999997",0.225,2.015,4.28666666666667,4.06166666666667,1.79,2.27166666666667,-0.481666666666666,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"685",685,"2010-04",0.15,0.16,0.24,0.45,1.06,1.64,2.58,3.28,3.85,"4.53","4.6900000000000004",0.25,2.14,4.35666666666667,4.10666666666667,1.89,2.21666666666667,-0.326666666666667,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"686",686,"2010-05",0.15,0.16,0.22,0.37,0.83,1.32,2.18,2.86,3.42,"4.1100000000000003","4.29",0.225,1.7975,3.94,3.715,1.5725,2.1425,-0.57,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"687",687,"2010-06",0.08,0.12,0.19,0.32,0.72,1.17,2,2.66,3.2,"3.95","4.13",0.1775,1.6375,3.76,3.5825,1.46,2.1225,-0.6625,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"688",688,"2010-07",0.16,0.16,0.2,0.29,0.62,0.98,1.76,2.43,3.01,"3.8","3.99",0.2025,1.4475,3.6,3.3975,1.245,2.1525,-0.9075,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"689",689,"2010-08",0.15,0.16,0.19,0.26,0.52,0.78,1.47,2.1,2.7,"3.52","3.8",0.19,1.2175,3.34,3.15,1.0275,2.1225,-1.095,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"690",690,"2010-09",0.12,0.15,0.19,0.26,0.48,0.74,1.41,2.05,2.65,"3.47","3.77",0.18,1.17,3.29666666666667,3.11666666666667,0.99,2.12666666666667,-1.13666666666667,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"691",691,"2010-10",0.14,0.13,0.18,0.23,0.38,0.57,1.18,1.85,2.54,"3.52","3.87",0.17,0.995,3.31,3.14,0.825,2.315,-1.49,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"692",692,"2010-11",0.13,0.14,0.18,0.25,0.45,0.67,1.35,2.02,2.76,"3.82","4.1900000000000004",0.175,1.1225,3.59,3.415,0.9475,2.4675,-1.52,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"693",693,"2010-12",0.09,0.14,0.19,0.29,0.62,0.99,1.93,2.66,3.29,"4.17","4.42",0.1775,1.55,3.96,3.7825,1.3725,2.41,-1.0375,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
